,Blaenau Gwent,Bridgend,Caerphilly,Cardiff,Carmarthenshire,Ceredigion,Conwy,Denbighshire,Flintshire,Gwynedd,Isle of Anglesey,Merthyr Tydfil,Monmouthshire,Neath Port Talbot,Newport,Pembrokeshire,Powys,Rhondda Cynon Taf,Swansea,Torfaen,Vale of Glamorgan,Wrexham
2020-02-21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-02-25,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-02-26,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-02-27,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-02-28,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-02-29,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-03-03,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2020-03-04,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2020-03-05,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2020-03-07,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2020-03-08,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2020-03-09,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2020-03-10,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2020-03-11,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2020-03-12,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2020-03-13,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
2020-03-14,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
2020-03-15,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
2020-03-16,5.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0
2020-03-17,5.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0
2020-03-18,12.0,3.0,33.0,34.0,10.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,16.0,13.0,46.0,2.0,10.0,4.0,20.0,6.0,1.0,2.0
2020-03-19,13.0,3.0,36.0,40.0,12.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,19.0,14.0,49.0,2.0,10.0,4.0,22.0,9.0,3.0,2.0
2020-03-20,15.0,3.0,42.0,53.0,13.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,28.0,15.0,57.0,2.0,10.0,5.0,26.0,16.0,5.0,3.0
2020-03-21,23.0,7.0,46.0,64.0,15.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,32.0,17.0,75.0,2.0,12.0,11.0,30.0,21.0,6.0,4.0
2020-03-22,25.0,11.0,55.0,77.0,18.0,4.0,1.0,1.0,3.0,4.0,2.0,3.0,37.0,20.0,91.0,4.0,12.0,12.0,32.0,23.0,11.0,5.0
2020-03-23,28.0,13.0,66.0,88.0,20.0,6.0,1.0,2.0,4.0,4.0,2.0,3.0,41.0,23.0,106.0,6.0,12.0,17.0,37.0,28.0,12.0,7.0
2020-03-24,31.0,18.0,75.0,113.0,29.0,6.0,2.0,3.0,4.0,4.0,2.0,4.0,50.0,24.0,132.0,9.0,14.0,23.0,46.0,42.0,17.0,7.0
2020-03-25,35.0,26.0,84.0,132.0,34.0,7.0,3.0,3.0,6.0,6.0,2.0,6.0,53.0,25.0,154.0,9.0,16.0,34.0,59.0,49.0,34.0,12.0
2020-03-26,40.0,32.0,105.0,161.0,37.0,9.0,6.0,7.0,10.0,8.0,2.0,12.0,60.0,26.0,191.0,13.0,18.0,47.0,69.0,58.0,44.0,17.0
2020-03-27,46.0,35.0,114.0,196.0,46.0,11.0,7.0,9.0,15.0,10.0,2.0,17.0,65.0,32.0,215.0,16.0,20.0,64.0,78.0,67.0,61.0,20.0
2020-03-28,51.0,40.0,130.0,229.0,52.0,12.0,7.0,12.0,18.0,11.0,2.0,22.0,68.0,46.0,230.0,19.0,21.0,101.0,93.0,75.0,70.0,21.0
2020-03-29,54.0,44.0,142.0,268.0,59.0,13.0,9.0,14.0,19.0,14.0,2.0,24.0,75.0,52.0,255.0,21.0,22.0,115.0,101.0,81.0,88.0,24.0
2020-03-30,59.0,49.0,155.0,297.0,67.0,13.0,10.0,15.0,21.0,15.0,2.0,29.0,80.0,58.0,277.0,22.0,25.0,131.0,113.0,90.0,99.0,25.0
2020-03-31,68.0,54.0,183.0,352.0,83.0,13.0,11.0,22.0,31.0,16.0,8.0,38.0,91.0,80.0,309.0,27.0,35.0,168.0,142.0,110.0,117.0,28.0
2020-04-01,83.0,64.0,204.0,411.0,104.0,16.0,14.0,22.0,39.0,18.0,11.0,41.0,94.0,94.0,336.0,31.0,39.0,195.0,159.0,117.0,131.0,33.0
2020-04-02,89.0,80.0,226.0,482.0,117.0,18.0,15.0,28.0,46.0,18.0,11.0,51.0,100.0,102.0,370.0,34.0,45.0,235.0,184.0,133.0,149.0,42.0
2020-04-03,97.0,99.0,251.0,566.0,126.0,20.0,19.0,35.0,54.0,19.0,12.0,57.0,106.0,115.0,398.0,40.0,47.0,273.0,211.0,146.0,168.0,48.0
2020-04-04,106.0,116.0,270.0,629.0,141.0,21.0,21.0,45.0,60.0,25.0,13.0,64.0,113.0,132.0,420.0,49.0,48.0,315.0,254.0,156.0,181.0,51.0
2020-04-05,118.0,127.0,290.0,675.0,157.0,23.0,24.0,45.0,66.0,29.0,15.0,67.0,123.0,148.0,436.0,53.0,55.0,347.0,292.0,166.0,197.0,57.0
2020-04-06,122.0,139.0,297.0,704.0,183.0,24.0,26.0,49.0,68.0,29.0,15.0,75.0,129.0,168.0,441.0,63.0,60.0,369.0,320.0,174.0,216.0,61.0
2020-04-07,138.0,149.0,320.0,781.0,199.0,25.0,33.0,61.0,77.0,35.0,18.0,87.0,139.0,177.0,456.0,76.0,65.0,407.0,366.0,196.0,243.0,64.0
2020-04-08,143.0,171.0,337.0,856.0,216.0,26.0,38.0,76.0,91.0,42.0,20.0,100.0,144.0,200.0,479.0,82.0,69.0,450.0,405.0,201.0,265.0,74.0
2020-04-09,158.0,186.0,360.0,920.0,238.0,26.0,45.0,85.0,101.0,47.0,22.0,110.0,157.0,219.0,504.0,86.0,73.0,499.0,458.0,213.0,279.0,82.0
2020-04-10,165.0,202.0,380.0,999.0,250.0,26.0,53.0,96.0,110.0,61.0,27.0,119.0,171.0,233.0,521.0,99.0,84.0,541.0,506.0,219.0,305.0,91.0
2020-04-11,170.0,209.0,394.0,1046.0,264.0,28.0,56.0,110.0,117.0,67.0,27.0,123.0,179.0,256.0,539.0,114.0,92.0,573.0,548.0,227.0,322.0,97.0
2020-04-12,180.0,222.0,406.0,1090.0,277.0,29.0,66.0,114.0,126.0,76.0,30.0,127.0,182.0,265.0,549.0,128.0,95.0,607.0,570.0,232.0,330.0,102.0
2020-04-13,182.0,239.0,419.0,1130.0,288.0,31.0,76.0,126.0,131.0,83.0,32.0,134.0,185.0,282.0,556.0,129.0,97.0,628.0,611.0,232.0,346.0,109.0
2020-04-14,190.0,248.0,425.0,1176.0,307.0,31.0,81.0,133.0,134.0,110.0,36.0,136.0,191.0,298.0,565.0,132.0,107.0,659.0,646.0,234.0,358.0,115.0
2020-04-15,199.0,269.0,437.0,1236.0,320.0,31.0,88.0,148.0,146.0,122.0,40.0,142.0,196.0,313.0,578.0,137.0,115.0,687.0,673.0,242.0,377.0,127.0
2020-04-16,209.0,288.0,449.0,1281.0,336.0,32.0,102.0,156.0,155.0,128.0,44.0,160.0,202.0,338.0,587.0,146.0,121.0,733.0,720.0,254.0,395.0,141.0
2020-04-17,219.0,300.0,473.0,1331.0,353.0,33.0,108.0,165.0,164.0,140.0,45.0,175.0,208.0,363.0,598.0,153.0,123.0,790.0,763.0,265.0,407.0,160.0
2020-04-18,229.0,315.0,485.0,1373.0,381.0,33.0,121.0,179.0,174.0,147.0,49.0,189.0,213.0,382.0,608.0,162.0,126.0,833.0,800.0,270.0,418.0,173.0
2020-04-19,238.0,319.0,508.0,1410.0,391.0,33.0,131.0,192.0,179.0,164.0,51.0,194.0,215.0,396.0,617.0,165.0,140.0,855.0,826.0,275.0,425.0,178.0
2020-04-20,240.0,321.0,509.0,1440.0,407.0,34.0,141.0,198.0,181.0,170.0,55.0,197.0,219.0,406.0,621.0,167.0,143.0,878.0,853.0,277.0,439.0,184.0
2020-04-21,247.0,329.0,526.0,1484.0,418.0,35.0,164.0,213.0,195.0,180.0,58.0,204.0,221.0,422.0,631.0,175.0,146.0,912.0,869.0,280.0,451.0,194.0
2020-04-22,247.0,346.0,541.0,1519.0,425.0,35.0,176.0,216.0,205.0,186.0,60.0,215.0,224.0,433.0,648.0,182.0,153.0,941.0,902.0,284.0,465.0,203.0
2020-04-23,255.0,368.0,550.0,1557.0,431.0,35.0,184.0,221.0,209.0,192.0,66.0,222.0,229.0,448.0,658.0,191.0,156.0,983.0,931.0,285.0,473.0,212.0
2020-04-24,258.0,372.0,562.0,1588.0,441.0,35.0,191.0,229.0,213.0,201.0,70.0,230.0,230.0,454.0,664.0,196.0,159.0,1004.0,966.0,288.0,481.0,219.0
2020-04-25,263.0,373.0,569.0,1613.0,448.0,35.0,200.0,236.0,218.0,209.0,74.0,233.0,232.0,467.0,671.0,199.0,162.0,1037.0,1000.0,294.0,495.0,229.0
2020-04-26,269.0,383.0,577.0,1639.0,453.0,35.0,204.0,239.0,219.0,215.0,78.0,236.0,233.0,480.0,674.0,203.0,164.0,1051.0,1009.0,295.0,501.0,230.0
2020-04-27,270.0,388.0,582.0,1653.0,456.0,35.0,206.0,241.0,221.0,218.0,80.0,239.0,233.0,483.0,679.0,206.0,165.0,1059.0,1019.0,295.0,507.0,230.0
2020-04-28,270.0,388.0,582.0,1653.0,456.0,35.0,206.0,241.0,221.0,218.0,80.0,239.0,233.0,483.0,679.0,206.0,166.0,1060.0,1019.0,295.0,507.0,230.0
2020-04-29,270.0,388.0,582.0,1653.0,456.0,35.0,206.0,241.0,221.0,218.0,80.0,239.0,233.0,483.0,679.0,206.0,166.0,1060.0,1019.0,295.0,507.0,230.0
